"player","g","gs","mp","fg","fga","x3p","x3pa","x2p","x2pa","ft","fta","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"Darrel Brown",3,NA,NA,2,6,NA,NA,2,6,0,2,NA,NA,NA,0,NA,NA,NA,3,4
"Darrell Allums",22,NA,276,23,67,0,1,23,66,13,22,19,46,65,25,5,8,23,51,59
"Darrell Armstrong",906,353,20903,2752,6784,951,2874,1801,3910,1521,1747,689,1695,2384,3572,1178,106,1623,1490,7976
"Darrell Arthur",503,106,8945,1381,3110,161,458,1220,2652,359,469,547,1221,1768,409,309,307,422,1234,3282
"Darrell Elston",77,NA,1909,252,627,NA,NA,249,609,94,125,49,120,169,204,83,9,NA,172,601
"Darrell Griffith",765,NA,21403,5237,11305,530,1596,4707,9709,1387,1961,780,1739,2519,1627,931,242,1632,1689,12391
"Darrell Hardy",17,NA,172,32,74,0,1,32,73,25,35,NA,NA,56,8,NA,NA,12,23,89
"Darrell Lockhart",2,0,14,2,2,0,0,2,2,0,0,0,3,3,0,0,0,2,5,4
"Darrell Walker",757,358,19112,2503,5778,6,103,2497,5675,1457,2053,1079,2113,3192,3329,1123,227,1486,1890,6469
"Darren Collison",711,518,20833,3272,6944,635,1613,2637,5331,1682,1973,332,1557,1889,3545,820,106,1383,1212,8861
"Darren Daye",390,24,5939,950,1932,2,17,948,1915,559,836,358,611,969,748,216,60,486,707,2461
"Darren Morningstar",46,30,734,78,164,0,0,78,164,36,60,62,100,162,30,28,4,38,140,192
"Darren Tillis",176,9,1782,260,616,0,4,260,612,73,119,157,287,444,60,28,120,95,328,593
"Darrick Martin",573,194,10314,1333,3470,370,1099,963,2371,904,1072,117,553,670,1692,393,25,738,1017,3940
"Darrin Hancock",157,14,1528,212,405,2,6,210,399,83,140,62,125,187,101,65,11,108,172,509
"Darrun Hilliard",91,3,859,104,276,31,102,73,174,56,75,7,78,85,71,22,3,51,74,295
"Darryl Dawkins",732,NA,17268,3479,6088,NA,NA,3477,6073,1783,2608,1127,3310,4437,919,345,1025,NA,2798,8743
"Darryl Johnson",11,0,28,5,12,0,1,5,11,2,2,2,0,2,1,0,0,1,3,12
"Darryl Watkins",14,0,169,12,29,0,0,12,29,11,23,13,26,39,3,7,6,15,22,35
"Darvin Ham",453,48,5496,476,918,4,16,472,902,266,539,501,518,1019,243,145,162,330,823,1222
"Darwin Cook",678,NA,15299,2697,5953,63,321,2634,5632,870,1134,458,957,1415,2375,1115,213,1210,1436,6327
"Daryl Macon",12,0,104,11,30,6,13,5,17,4,7,2,10,12,8,1,0,8,9,32
"Dave Batton",58,5,589,90,201,0,3,90,198,8,17,46,77,123,32,15,16,32,61,188
"Dave Bing",901,NA,32769,6962,15769,NA,NA,6962,15769,4403,5683,NA,NA,3420,5397,NA,NA,NA,2615,18327
"Dave Britton",2,NA,9,2,3,0,0,2,3,0,0,0,2,2,3,1,0,2,2,4
"Dave Budd",353,NA,6389,962,2092,NA,NA,962,2092,581,852,NA,NA,1623,337,NA,NA,NA,814,2505
"Dave Corzine",891,NA,20772,3097,6401,NA,NA,3087,6348,1411,1889,1747,3515,5262,1477,369,848,1340,1935,7615
"Dave Cowens",766,NA,29565,5744,12499,NA,NA,5743,12485,2027,2590,NA,NA,10444,2910,NA,NA,NA,2920,13516
"Dave DeBusschere",951,NA,34145,6228,14389,NA,NA,6228,14389,2838,4058,NA,NA,10506,2688,NA,NA,NA,3091,15294
"Dave Deutsch",19,NA,93,6,36,NA,NA,6,36,9,20,NA,NA,21,15,NA,NA,NA,17,21
"Dave Fedor",7,NA,27,3,10,NA,NA,3,10,0,1,NA,NA,6,1,NA,NA,NA,4,6
"Dave Feitl",275,58,3001,471,1089,0,9,471,1080,250,333,241,574,815,125,46,46,234,439,1192
"Dave Gambee",870,NA,16247,3147,7464,NA,NA,3147,7464,2523,3092,NA,NA,4377,842,NA,NA,NA,2422,8817
"Dave Greenwood",890,NA,24773,3418,7207,4,29,3414,7178,2054,2690,2061,4878,6939,1710,630,788,1565,2806,8894
"Dave Gunther",1,NA,5,1,2,NA,NA,1,2,0,0,NA,NA,3,3,NA,NA,NA,1,2
"Dave Henderson",22,1,351,47,116,0,1,47,115,32,47,11,24,35,34,12,5,40,41,126
"Dave Hoppen",238,54,3198,434,856,1,8,433,848,254,329,296,564,860,135,59,36,188,505,1123
"Dave Jamerson",95,0,608,122,318,13,47,109,271,51,60,31,50,81,62,23,1,46,63,308
"Dave Johnson",59,0,475,74,203,3,15,71,188,53,80,27,37,64,17,12,1,37,30,204
"Dave Lattin",263,NA,4157,741,1554,NA,NA,741,1551,422,669,NA,NA,1332,184,NA,NA,NA,695,1904
"Dave Magley",14,0,56,4,16,0,1,4,15,4,8,2,8,10,2,2,0,2,5,12
"Dave Meyers",281,NA,7471,1208,2623,NA,NA,1207,2618,732,1083,527,1244,1771,652,272,143,NA,755,3149
"Dave Minor",175,NA,4778,493,1362,NA,NA,493,1362,297,396,NA,NA,779,416,NA,NA,NA,583,1283
"Dave Newmark",176,NA,2228,412,980,NA,NA,412,980,179,276,NA,NA,678,128,NA,NA,NA,417,1003
"Dave Piontek",490,NA,9456,1486,3782,NA,NA,1486,3782,696,1071,NA,NA,2231,596,NA,NA,NA,1046,3668
"Dave Popson",58,0,302,48,119,0,1,48,118,14,20,33,40,73,21,5,9,30,51,110
"Dave Robisch",1210,NA,29302,4975,10919,NA,NA,4975,10902,3233,4024,2545,5331,7876,2102,NA,NA,NA,2608,13183
"Dave Schellhase",73,NA,513,87,249,NA,NA,87,249,34,60,NA,NA,76,60,NA,NA,NA,70,208
"Dave Scholz",1,NA,1,1,1,NA,NA,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,2
"Dave Sorenson",271,NA,4612,814,1855,NA,NA,814,1855,418,545,NA,NA,1207,316,NA,NA,NA,515,2046
"Dave Stallworth",600,NA,12534,2219,5074,NA,NA,2219,5074,1246,1683,NA,NA,2886,1030,NA,NA,NA,1476,5684
"Dave Twardzik",536,NA,13241,1654,3136,NA,NA,1641,3083,1656,2018,421,865,1286,1823,NA,NA,NA,1468,4977
"Dave Wohl",606,NA,12116,1506,3496,NA,NA,1506,3496,762,1021,NA,NA,794,2101,NA,NA,NA,1505,3774
"Dave Zeller",61,NA,278,36,102,NA,NA,36,102,18,24,NA,NA,27,58,NA,NA,NA,37,90
"David Andersen",143,0,1637,259,582,43,124,216,458,74,111,94,282,376,70,25,30,81,199,635
"David Benoit",569,179,10437,1487,3459,266,831,1221,2628,635,796,636,1550,2186,312,251,266,476,1178,3875
"David Burns",18,2,174,14,32,0,0,14,32,18,30,2,8,10,30,6,0,26,34,46
"David Bustion",47,NA,355,58,133,0,0,58,133,42,59,39,62,101,21,NA,NA,54,82,158
"David Cooke",6,0,38,2,11,0,0,2,11,5,10,5,5,10,1,4,0,2,5,9
"David Duke Jr.",36,7,467,58,151,9,43,49,108,21,29,36,46,82,29,19,8,22,59,146
"David Harrison",189,33,2686,374,706,0,0,374,706,201,383,184,365,549,47,64,185,216,538,949
"David Johnson",2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Lee",942,NA,25965,4891,9186,3,36,4888,9150,2248,2899,NA,NA,7812,1929,NA,NA,1564,2367,12033
"David Noel",68,0,792,65,177,17,53,48,124,37,43,42,81,123,65,25,9,40,77,184
"David Nwaba",237,50,4583,603,1231,87,272,516,959,329,489,236,630,866,246,177,106,163,447,1622
"David Pope",33,0,203,26,73,1,2,25,71,9,17,15,14,29,9,5,4,9,41,62
"David Rivers",114,11,1286,139,349,1,12,138,337,104,131,53,94,147,282,61,10,166,117,383
"David Robinson",987,985,34271,7365,14221,25,100,7340,14121,6035,8201,3083,7414,10497,2441,1388,2954,2417,2835,20790
"David Roddy",43,1,779,104,253,37,130,67,123,27,45,27,89,116,29,20,12,39,65,272
"David Stockton",6,0,42,4,9,3,5,1,4,7,10,0,2,2,9,2,0,5,4,18
"David Thirdkill",197,8,1652,209,452,1,12,208,440,142,251,89,137,226,88,52,16,119,248,561
"David Thompson",592,NA,19406,5020,9932,NA,NA,4994,9830,3356,4297,965,1481,2446,1939,595,509,NA,1569,13422
"David Vanterpool",22,0,411,46,110,0,6,46,104,30,50,15,22,37,66,23,3,37,44,122
"David Vaughn",251,NA,4238,637,1503,0,5,637,1498,227,389,471,955,1426,191,125,186,338,588,1501
"David Wear",2,0,7,0,2,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0
"David Wesley",1029,875,33046,4582,10863,1241,3366,3341,7497,2385,3016,564,2069,2633,4424,1376,170,1921,2525,12790
"David West",1034,742,29144,5703,11519,57,215,5646,11304,2571,3148,1784,4806,6590,2273,764,850,1660,2408,14034
"David Wingate",740,218,13243,1690,3798,79,290,1611,3508,707,958,445,975,1420,1376,597,122,853,1249,4166
"David Wood",474,31,6323,642,1437,131,390,511,1047,395,505,439,719,1158,325,183,86,260,1083,1810
"Davion Mitchell",123,22,2951,466,1090,139,432,327,658,71,105,43,193,236,415,80,35,156,211,1142
"Dāvis Bertāns",476,39,8542,1168,2799,865,2217,303,582,407,472,145,1047,1192,435,192,162,250,785,3608
"Davon Reed",110,7,1235,130,318,65,169,65,149,31,45,26,176,202,85,43,15,42,113,356
"Day'Ron Sharpe",57,9,619,123,220,6,12,117,208,38,62,119,128,247,36,14,30,49,102,290
"De'Aaron Fox",368,353,11871,2686,5743,437,1361,2249,4382,1448,1976,188,1148,1336,2284,477,157,1018,967,7257
"De'Andre Hunter",180,174,5588,882,2010,279,776,603,1234,429,537,112,637,749,278,119,59,253,522,2472
"De'Anthony Melton",281,92,6191,899,2180,400,1083,499,1097,280,365,208,842,1050,791,396,139,406,547,2478
"Dean Garrett",393,210,7152,740,1559,0,0,740,1559,293,436,613,1254,1867,209,175,382,213,719,1773
"Dean Meminger",416,NA,8554,1004,2112,NA,NA,1004,2112,544,867,NA,NA,1086,1046,NA,NA,NA,700,2552
"Dean Oliver",35,0,232,24,75,3,19,21,56,13,17,8,16,24,44,10,0,21,25,64
"Dean Tolson",80,NA,681,153,280,NA,NA,153,280,96,176,85,94,179,34,36,27,NA,97,402
"Dean Wade",149,56,2784,291,649,161,434,130,215,63,91,83,385,468,151,82,42,60,227,806
"Deandre Ayton",279,272,8532,2024,3406,21,79,2003,3327,538,720,871,2049,2920,471,189,275,490,786,4607
"DeAndre Jordan",1129,869,29324,4064,6053,2,13,4062,6040,1919,3905,3348,8117,11465,1139,598,1630,1558,2780,10049
"DeAndre Liggins",297,47,3408,224,569,79,221,145,348,72,127,74,361,435,224,192,59,148,363,599
"DeAndre' Bembry",352,75,6696,844,1740,121,411,723,1329,225,369,227,886,1113,599,340,145,398,646,2034
"Deb Smith",48,NA,NA,32,119,NA,NA,32,119,9,21,NA,NA,NA,6,NA,NA,NA,47,73
"Dedric Willoughby",25,1,508,61,179,29,98,32,81,39,51,11,40,51,66,23,2,37,32,190
"Dee Brown",767,301,19534,2854,6580,733,2044,2121,4536,1161,1418,365,1454,1819,2536,924,235,1043,1494,7602
"Dee Gibson",44,NA,NA,77,245,NA,NA,77,245,127,177,NA,NA,NA,126,NA,NA,NA,113,281
"Deividas Sirvydis",23,0,160,15,50,11,35,4,15,3,6,0,35,35,6,5,1,5,13,44
"DeJon Jarreau",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dejounte Murray",366,295,9943,2019,4423,312,919,1707,3504,619,790,357,1815,2172,1820,531,99,700,663,4969
"DeJuan Blair",424,179,7054,1242,2371,0,9,1242,2362,381,627,810,1343,2153,349,316,127,471,1003,2865
"DeJuan Wheat",80,0,740,93,243,30,77,63,166,49,70,14,42,56,127,32,3,57,71,265
"Del Beshore",69,NA,870,88,250,NA,NA,78,224,58,87,16,47,63,139,58,5,104,105,244
"Delaney Rudd",239,3,2357,317,768,45,175,272,593,137,180,45,139,184,519,74,4,250,244,816
"Dell Curry",1083,99,23549,5090,11146,1245,3098,3845,8048,1245,1476,599,2018,2617,1909,985,238,1299,1795,12670
"Dell Demps",20,0,108,21,42,1,3,20,39,16,21,2,7,9,9,6,1,13,12,59
"Delon Wright",570,123,12470,1611,3571,406,1171,1205,2400,760,949,474,1441,1915,1847,705,215,574,650,4388
"Delonte West",493,289,13375,1797,4046,424,1147,1373,2899,687,842,244,1214,1458,1769,524,208,819,931,4705
"DeMar DeRozan",1004,992,34491,7576,16216,432,1494,7144,14722,5519,6570,730,3725,4455,3962,983,303,2086,2290,21103
"DeMarco Johnson",5,0,37,3,9,0,0,3,9,0,0,3,4,7,0,1,0,3,5,6
"DeMarcus Cousins",815,651,23405,5488,11985,641,1908,4847,10077,3923,5287,1971,6020,7991,2458,1043,880,2567,2945,15540
"DeMarcus Nelson",13,5,171,24,54,0,3,24,51,5,14,6,18,24,13,9,2,15,24,53
"DeMarre Carroll",638,348,14363,1878,4387,673,1891,1205,2496,925,1248,697,1873,2570,773,545,158,526,1201,5354
"Demetris Nichols",36,0,116,18,64,6,30,12,34,2,4,0,14,14,4,0,8,8,10,44
"Demetrius Calip",7,0,58,4,18,1,5,3,13,2,3,1,4,5,12,1,0,5,8,11
"Demetrius Jackson",41,0,216,25,55,5,21,20,34,9,14,14,17,31,26,12,2,21,18,64
"Deng Adel",19,3,194,11,36,6,23,5,13,4,4,3,16,19,5,1,4,6,13,32
"Deng Gai",2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Avdija",184,70,4497,531,1235,175,567,356,668,206,279,126,861,987,350,131,85,189,473,1443
"Dennis Awtrey",878,NA,16592,1572,3421,NA,NA,1572,3421,879,1363,NA,NA,3940,1760,NA,NA,NA,2042,4023
"Dennis Bell",63,NA,545,76,203,NA,NA,76,203,23,43,52,67,119,28,28,10,NA,65,175
"Dennis Boyd",5,NA,40,3,12,NA,NA,3,12,0,0,0,2,2,7,0,0,6,5,6
"Dennis DuVal",50,NA,267,39,108,NA,NA,39,108,18,27,9,22,31,34,22,4,NA,49,96
"Dennis Grey",62,NA,1391,190,463,0,1,190,462,163,304,122,223,345,52,NA,NA,132,211,543
"Dennis Hamilton",144,NA,1861,282,552,NA,NA,282,551,92,119,NA,NA,442,112,NA,NA,NA,210,656
"Dennis Holman",46,NA,554,55,153,4,9,51,144,62,103,NA,NA,78,73,NA,NA,40,85,176
"Dennis Hopson",405,119,8823,1651,3786,73,272,1578,3514,1001,1327,526,619,1145,641,386,198,648,787,4376
"Dennis Horner",8,0,22,1,4,0,1,1,3,3,4,2,3,5,0,0,0,1,1,5
"Dennis Johnson",1100,NA,35954,5832,13100,NA,NA,5752,12636,3791,4754,1459,2790,4249,5499,1477,675,NA,3087,15535
"Dennis Nutt",25,0,91,16,40,5,17,11,23,20,22,1,7,8,16,7,0,10,6,57
"Dennis Rodman",911,573,28839,2766,5310,82,355,2684,4955,1069,1832,4329,7625,11954,1600,611,531,1484,2843,6683
"Dennis Schröder",723,331,19444,3750,8637,853,2521,2897,6116,1785,2130,311,1832,2143,3351,597,95,1682,1504,10138
"Dennis Scott",746,430,21011,3378,8152,1376,3499,2002,4653,1084,1367,422,1657,2079,1489,593,239,891,1476,9216
"Dennis Smith Jr.",322,205,7839,1324,3257,311,1008,1013,2249,469,714,193,738,931,1387,365,118,706,673,3428
"Dennis Stewart",12,NA,72,16,48,NA,NA,15,45,7,9,NA,NA,17,2,NA,NA,NA,12,40
"Dennis Van Zant",1,NA,2,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,2
"Dennis Wuycik",157,NA,1684,273,593,1,7,272,586,137,204,137,186,323,128,NA,NA,181,293,684
"Denzel Valentine",280,45,5039,705,1794,380,1051,325,743,74,94,110,789,899,477,167,31,240,432,1864
"Deonte Burton",71,0,596,76,207,18,80,58,127,16,26,11,74,85,26,13,18,28,65,186
"DeQuan Jones",63,17,803,95,218,9,35,86,183,34,51,17,88,105,16,19,22,30,55,233
"Derek Anderson",658,401,19022,2527,6225,685,2025,1842,4200,1967,2309,461,1670,2131,2184,714,93,1106,1328,7706
"Derek Fisher",1383,783,34802,3904,9838,1313,3530,2591,6308,2117,2584,428,2388,2816,4021,1422,105,1576,2856,11238
"Derek Grimm",9,0,34,4,14,4,12,0,2,2,2,0,4,4,0,3,1,3,6,14
"Derek Harper",1281,938,39990,6494,14128,1143,3229,5351,10899,2666,3589,716,2309,3025,6911,2082,312,2469,2918,16797
"Derek Hood",2,0,4,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0
"Derek Smith",473,252,11120,2247,4570,52,184,2195,4386,1254,1683,537,930,1467,994,308,198,788,1378,5800
"Derek Strong",456,72,8548,1067,2483,11,61,1056,2422,943,1199,783,1430,2213,291,203,94,421,740,3088
"Dereon Seabron",4,0,8,2,4,0,0,2,4,0,0,1,0,1,0,0,0,0,1,4
"DerMarr Johnson",344,136,5930,770,1872,274,815,496,1057,307,389,192,577,769,304,198,149,349,598,2121
"Dermie O'Connell",143,NA,NA,309,1165,NA,NA,309,1165,124,234,NA,NA,NA,247,NA,NA,NA,222,742
"Deron Williams",974,880,32987,5565,12539,1368,3847,4197,8692,3316,4023,407,2619,3026,7846,977,229,2770,2460,15814
"Derrek Dickey",368,NA,5838,941,2016,NA,NA,941,2016,284,377,599,1073,1672,367,143,64,NA,665,2166
"Derrick Alston",139,42,2657,318,650,1,7,317,643,114,234,228,297,525,94,95,87,112,298,751
"Derrick Brown",220,19,3130,428,818,18,51,410,767,206,333,208,304,512,152,109,42,144,267,1080
"Derrick Byars",2,0,37,3,11,0,6,3,5,4,4,6,5,11,1,2,0,0,2,10
"Derrick Caracter",41,0,215,32,66,0,0,32,66,17,23,19,24,43,7,4,10,19,47,81
"Derrick Chievous",209,1,2831,504,1120,11,42,493,1078,360,482,195,259,454,141,103,22,232,317,1379
"Derrick Coleman",781,672,25903,4616,10335,326,1105,4290,9230,3326,4326,2079,5153,7232,1985,606,1051,2036,2062,12884
"Derrick Dial",114,0,986,144,397,9,53,135,344,57,82,59,130,189,98,31,15,51,64,354
"Derrick Favors",868,530,20737,3635,6823,38,192,3597,6631,1579,2398,2104,3916,6020,890,606,1007,1072,2222,8887
"Derrick Gervin",77,4,1082,257,591,7,31,250,560,155,203,69,106,175,38,39,26,57,135,676
"Derrick Jones Jr.",339,105,6385,788,1554,153,514,635,1040,389,551,418,686,1104,233,204,234,181,660,2118
"Derrick McKey",937,639,27229,3908,8048,203,642,3705,7406,2247,2885,1515,2872,4387,2254,1072,611,1713,2700,10266
"Derrick Phelps",3,0,5,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,3,0
"Derrick Rose",773,521,23352,5213,11426,632,1981,4581,9445,2267,2721,579,1865,2444,3938,584,263,1828,938,13325
"Derrick Rowland",2,0,9,1,3,0,0,1,3,1,2,0,1,1,1,0,0,0,1,3
"Derrick Walton",71,5,751,50,129,30,78,20,51,24,28,8,50,58,91,28,7,23,57,154
"Derrick White",389,254,10354,1566,3582,529,1566,1037,2016,883,1044,193,1088,1281,1547,307,309,527,855,4544
"Derrick Williams",556,138,11488,1643,3790,307,1034,1336,2756,1144,1615,441,1705,2146,377,261,135,503,706,4737
"Derrick Zimmerman",2,0,32,2,3,0,0,2,3,0,0,1,3,4,7,0,0,4,4,4
"DeSagana Diop",755,117,10734,671,1528,1,6,670,1522,238,517,1108,1776,2884,342,282,774,452,1493,1581
"DeShawn Stevenson",968,638,21723,2660,6549,588,1775,2072,4774,1067,1535,500,1721,2221,1569,491,157,964,1354,6975
"Desmon Farmer",11,0,86,9,29,5,20,4,9,3,3,0,7,7,11,1,0,5,8,26
"Desmond Bane",172,121,4655,952,2059,430,995,522,1064,280,316,95,591,686,443,156,53,232,389,2614
"Desmond Ferguson",7,0,32,5,12,3,8,2,4,0,2,0,4,4,1,0,0,1,0,13
"Desmond Mason",723,425,22404,3388,7552,87,326,3301,7226,2051,2768,958,2428,3386,1212,508,262,1147,1642,8914
"Desmond Penigar",10,0,89,14,28,0,0,14,28,4,4,6,18,24,3,2,2,6,14,32
"Detlef Schrempf",1205,537,35447,5674,11573,482,1271,5192,10302,4759,5935,1997,5421,7418,4012,909,331,2401,3580,16589
"DeVaughn Akoon-Purcell",7,0,22,3,10,0,4,3,6,1,2,1,3,4,6,2,0,2,4,7
"Devean George",630,108,11682,1318,3360,427,1246,891,2114,473,656,546,1429,1975,543,436,230,447,1270,3536
"Devin Booker",506,481,17074,4209,9191,1045,2920,3164,6271,2540,2924,269,1730,1999,2389,424,139,1562,1486,12003
"Devin Brown",525,166,10175,1322,3323,358,1053,964,2270,779,1001,373,1057,1430,751,300,65,576,833,3781
"Devin Cannady",13,0,219,26,72,21,53,5,19,11,14,1,10,11,11,10,4,7,18,84
"Devin Durrant",63,8,807,122,295,0,3,122,292,73,106,51,81,132,85,22,10,81,116,317
"Devin Ebanks",63,15,711,82,213,8,36,74,177,52,72,51,71,122,24,18,12,35,56,224
"Devin Gray",33,2,222,31,89,0,0,31,89,23,39,23,30,53,9,13,3,14,44,85
"Devin Green",27,0,135,6,28,0,2,6,26,13,21,10,14,24,7,3,0,5,13,25
"Devin Harris",1191,580,29579,4337,10032,1025,3132,3312,6900,3518,4380,347,2273,2620,4893,1205,223,2126,2682,13217
"Devin Robinson",8,0,108,20,35,0,2,20,33,9,14,8,17,25,6,5,6,2,13,49
"Devin Vassell",162,63,3900,655,1530,271,733,384,797,195,237,74,521,595,296,154,71,125,273,1776
"Devon Dotson",28,0,188,23,54,4,20,19,34,5,9,9,15,24,30,10,0,8,23,55
"Devon Hall",11,0,81,6,30,4,17,2,13,4,8,2,5,7,13,4,1,5,6,20
"Devontae Cacok",36,1,228,41,66,0,0,41,66,9,18,22,57,79,8,13,11,8,24,91
"Devonte' Graham",292,163,7504,1073,2889,687,1931,386,958,521,636,123,549,672,1316,234,45,427,381,3354
"Devyn Marble",44,7,457,35,115,12,54,23,61,15,40,11,58,69,29,22,3,16,39,97
"Dewan Hernandez",6,0,28,5,14,1,2,4,12,3,5,5,9,14,3,1,0,3,6,14
"Dewayne Dedmon",581,233,9972,1414,2757,208,661,1206,2096,544,739,876,2443,3319,374,287,466,566,1472,3580
"DeWayne Scales",49,NA,521,98,235,1,6,97,229,27,43,49,91,140,10,14,5,34,58,224
"Dewitt Menyard",71,NA,1756,256,692,0,0,256,692,131,197,NA,NA,551,84,NA,NA,99,218,643
"Dexter Boney",8,0,48,6,19,1,6,5,13,6,8,3,3,6,0,2,1,1,3,19
"Dexter Cambridge",53,13,885,151,312,0,4,151,308,68,99,88,79,167,58,24,6,63,128,370
"Dexter Pittman",61,6,379,53,120,0,0,53,120,18,36,45,56,101,9,8,8,25,91,124
"Dexter Shouse",3,0,18,0,4,0,1,0,3,0,0,0,0,0,2,1,1,2,2,0
"Dexter Westbrook",24,NA,254,38,78,0,0,38,78,20,28,NA,NA,46,10,NA,NA,26,60,96
"Deyonta Davis",107,6,1299,200,334,0,1,200,333,54,85,105,241,346,47,21,61,43,177,454
"Diamond Stone",7,0,24,3,13,0,0,3,13,4,4,1,5,6,0,0,1,2,5,10
"Diante Garrett",90,0,1197,117,314,39,111,78,203,15,22,16,96,112,151,51,5,91,80,288
"Dick Atha",43,NA,448,53,135,NA,NA,53,135,31,39,NA,NA,66,51,NA,NA,NA,63,137
"Dick Barnett",971,NA,28937,6034,13227,NA,NA,6034,13227,3290,4324,NA,NA,2812,2729,NA,NA,NA,2514,15358
"Dick Bunt",52,NA,542,58,210,NA,NA,58,210,68,96,NA,NA,56,34,NA,NA,NA,80,184
"Dick Cunningham",358,NA,3792,408,1004,NA,NA,408,1004,196,308,NA,NA,1324,221,NA,NA,NA,502,1012
"Dick Dickey",45,NA,440,40,136,NA,NA,40,136,47,69,NA,NA,81,50,NA,NA,NA,79,127
"Dick Duckett",34,NA,424,54,158,NA,NA,54,158,24,27,NA,NA,56,47,NA,NA,NA,60,132
"Dick Farley",211,NA,3822,481,1252,NA,NA,481,1252,416,594,NA,NA,527,386,NA,NA,NA,429,1378
"Dick Fitzgerald",61,NA,NA,118,498,NA,NA,118,498,41,60,NA,NA,NA,40,NA,NA,NA,90,277
"Dick Garmaker",491,NA,14087,2345,5834,NA,NA,2345,5834,1756,2237,NA,NA,2061,1320,NA,NA,NA,1354,6446
"Dick Garrett",379,NA,9055,1479,3518,NA,NA,1479,3518,618,718,NA,NA,1044,872,NA,NA,NA,1080,3576
"Dick Gibbs",400,NA,5045,755,1900,NA,NA,755,1900,436,550,NA,NA,718,322,NA,NA,NA,743,1946
"Dick Groat",26,NA,663,100,272,NA,NA,100,272,109,138,NA,NA,86,69,NA,NA,NA,90,309
"Dick Grubar",2,NA,8,2,3,0,0,2,3,0,0,0,0,0,1,NA,NA,0,1,4
"Dick Hemric",138,NA,2384,270,717,NA,NA,270,717,323,483,NA,NA,703,102,NA,NA,NA,240,863
"Dick Holub",48,NA,NA,195,662,NA,NA,195,662,114,180,NA,NA,NA,37,NA,NA,NA,159,504
"Dick Knostman",5,NA,47,3,10,NA,NA,3,10,7,11,NA,NA,17,6,NA,NA,NA,9,13
"Dick Lee",2,NA,2,0,0,0,0,0,0,0,0,NA,NA,1,1,NA,NA,0,0,0
"Dick McGuire",738,NA,NA,2048,5259,NA,NA,2048,5259,1825,2836,NA,NA,NA,4205,NA,NA,NA,1695,5921
"Dick Mehen",259,NA,NA,1024,2714,NA,NA,1024,2714,495,694,NA,NA,NA,598,NA,NA,NA,710,2543
"Dick Miller",16,NA,106,8,18,0,2,8,16,0,0,4,10,14,10,8,0,16,10,16
"Dick Murphy",62,NA,NA,30,150,NA,NA,30,150,8,18,NA,NA,NA,16,NA,NA,NA,30,68
"Dick Nemelka",39,NA,504,82,213,20,62,62,151,32,49,24,35,59,57,NA,NA,41,60,216
"Dick O'Keefe",172,NA,NA,316,1162,NA,NA,316,1162,256,400,NA,NA,NA,160,NA,NA,NA,499,888
"Dick Ricketts",280,NA,7620,984,3037,NA,NA,984,3037,614,883,NA,NA,1827,653,NA,NA,NA,1158,2582
"Dick Rosenthal",85,NA,1594,218,602,NA,NA,218,602,139,198,NA,NA,352,170,NA,NA,NA,201,575
"Dick Schnittker",364,NA,NA,929,2454,NA,NA,929,2454,1172,1421,NA,NA,1372,479,NA,NA,NA,1014,3030
"Dick Schulz",312,NA,NA,584,2267,NA,NA,584,2267,536,747,NA,NA,NA,325,NA,NA,NA,681,1704
"Dick Shrider",4,NA,NA,0,0,NA,NA,0,0,1,3,NA,NA,NA,2,NA,NA,NA,2,1
"Dick Snyder",1046,NA,28113,5346,10882,NA,NA,5346,10882,2144,2606,NA,NA,3055,3109,NA,NA,NA,2730,12836
"Dick Surhoff",58,NA,545,56,190,NA,NA,56,190,66,92,NA,NA,94,32,NA,NA,NA,89,178
"Dick Triptow",59,NA,NA,116,422,NA,NA,116,422,104,143,NA,NA,NA,97,NA,NA,NA,112,336
"Dick Van Arsdale",921,NA,31771,5413,11661,NA,NA,5413,11661,4253,5385,NA,NA,3807,3057,NA,NA,NA,2575,15079
"Dick Wehr",9,NA,NA,5,21,NA,NA,5,21,2,6,NA,NA,NA,3,NA,NA,NA,12,12
"Dickey Simpkins",367,100,5634,543,1213,2,11,541,1202,432,711,450,814,1264,338,100,65,400,647,1520
"Didi Louzada",21,2,314,27,79,20,54,7,25,4,4,11,26,37,13,6,4,13,31,78
"Dijon Thompson",16,0,93,17,40,4,13,13,27,7,8,7,12,19,3,3,1,3,8,45
"Dike Eddleman",333,NA,NA,1511,4339,NA,NA,1511,4339,945,1510,NA,NA,NA,686,NA,NA,NA,1209,3967
"Dikembe Mutombo",1271,1072,39382,4438,8601,0,2,4438,8599,3602,5251,4115,9259,13374,1316,523,3492,2317,3587,12478
